Id,Title,Type of Work,Company,Location,Pay,Schedule,Status,Requests,Routes,Where Job is performed,Address
15092279,Tech Dispatch Request - Ticket 1397716,POTS,Cloud5 Communications,"300 State Hwy. Rt 3 East,E.Rutherford, NJ, 07073",$697.5,05-15-2024 10:00 EDT,Paid,18,,Meadowlands - East Rutherford,"300 State Hwy. Rt 3 East
E.Rutherford, NJ 07073 US"
15092059,Tech Dispatch Request - Ticket 1397715,POTS,Cloud5 Communications,"125 Rt 10 East,Whippany, NJ, 07981",$720,05-14-2024 10:00 EDT,Paid,24,,Hanover - Parsippany,"125 Rt 10 East
Whippany, NJ 07981 US"
15091980,Tech Dispatch Request - Ticket 1397714,VoIP-SIP,Cloud5 Communications,"71 International Dr. South,Budd Lake, NJ, 07828",$585,05-13-2024 10:00 EDT,Paid,17,,Mt. Olive - Budd Lake,"71 International Dr. South
Budd Lake, NJ 07828 US"
15091547,Tech Dispatch Request - Ticket 1397713,POTS,Cloud5 Communications,"112 State Hwy. 17,Ramsey, NJ, 07446",$652.5,05-10-2024 10:00 EDT,Paid,14,,Ramsey / Upper Saddle River Extended Stay America,"112 State Hwy. 17
Ramsey, NJ 07446 US"
15091278,Tech Dispatch Request - Ticket 1397712,VoIP-SIP,Cloud5 Communications,"329 Newman Springs Road,Red Bank, NJ, 07701",$450,05-09-2024 10:00 EDT,Paid,20,,Red Bank - Middletown,"329 Newman Springs Road
Red Bank, NJ 07701 US"
15156372,Hotel/Phone/PBX Issue - Ticket 1371729,POTS,Cloud5 Communications,Hilton Hotel - Parsippany,$616.25,05-09-2024 09:00 EDT,Paid,0,,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
15156320,Hotel/Phone/PBX Issue - Ticket 1371729,POTS,Cloud5 Communications,Hilton Hotel - Parsippany,$1540,05-09-2024 09:00 EDT,Paid,0,,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
14683585,166001- install and config desk that was moved- tone cables from rack to ensure they are correct- need RJ45s,Networking,ATSG,"1121 Route 34,Matawan, NJ, 07747",$308.75,01-31-2024 09:00 EST,Paid,7,,N/A,"1121 Route 34
Matawan, NJ 07747 US"
14386261,HSIA DISPATCH - ZD down - Ticket 1388351,General Tasks,"Innflux, LLC",AVPFW - Fairfield Inn & Suites Scranton Montage Mountain,$390,11-21-2023 09:00 EST,Paid,0,2,AVPFW - Fairfield Inn & Suites Scranton Montage Mountain,"16 Radcliffe Drive
Moosic, PA 18507 US"
14368853,AP and Switch Refresh | Early Morning Install | Experienced IT Needed,Low Voltage Runs,Athena Technology Solutions,"251 Easton Rd. Suite 1,Warrington, PA, 18976",$150,11-21-2023 07:00 EST,Paid,3,,AP and Switch Refresh | Early Morning Install | Experienced IT N,"251 Easton Rd. Suite 1
Warrington, PA 18976 US"
14285330,Survey for internal office move,Low Voltage Runs,Coast to Coast Network Solutions,"3819 Prologis Parkway,nazareth, PA, 18064",$235,11-03-2023 10:00 EDT,Paid,1,,N/A,"3819 Prologis Parkway
nazareth, PA 18064 US"
14235558,R1-0287 Run Cat6 from 6x IDF's & 101 AP's in 38F degree refrigerated food warehouse & -10F freezer warehouse,Low Voltage Structured Cabling,Red One Network Solutions,"Driscoll-Wayne, NJ",$2960,10-23-2023 07:00 EDT,Paid,0,,"Driscoll-Wayne, NJ","6 Westbelt
Wayne, NJ 07470 US"
14212064,R1-0287 Run Cat6 from 6x IDF's & 101 AP's in 38F degree refrigerated food warehouse & -10F freezer warehouse,Low Voltage Structured Cabling,Red One Network Solutions,"Driscoll-Wayne, NJ",$1290.4,10-19-2023 07:00 EDT,Paid,1,,"Driscoll-Wayne, NJ","6 Westbelt
Wayne, NJ 07470 US"
14206159,Troubleshoot / repair / replace data line for printer SiteOne Landscape Supply / Branch 608 /  INC0604867 / JDL1-00-6516,Networking,Vision Technologies,Branch 608,$200,10-18-2023 08:00 EDT,Paid,6,,Branch 608,"100 Weyerhaeuser Road
Mahwah, NJ 07430 US"
13990430,Hotel/Phone/PBX Issue - 1371729,POTS,Cloud5 Communications,Hilton Hotel - Parsippany,$303,09-11-2023 09:00 EDT,Paid,0,,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
13946146,Cloud5 Telecom,POTS,Cloud5 Communications,"114 Welsh Road,Horsham, PA, 19044",$270,09-05-2023 09:00 EDT,Paid,4,1,"114 Welsh Road, Horsham, PA, 19044","114 Welsh Road
Horsham, PA 19044 US"
13919517,Hotel/Phone/PBX Issue - Ticket 1371729,POTS,Cloud5 Communications,Hilton Hotel - Parsippany,$454.5,09-01-2023 09:00 EDT,Paid,1,,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
13883943,Aptos POS & Network Upgrade Project - 2 Techs Required,Low Voltage Runs,TDX Tech LLC,"18 West Lightcap Road Suite 425 ,Pottstown, PA, 19464",$697.5,08-30-2023 18:30 EDT,Paid,1,,N/A,"18 West Lightcap Road Suite 425
Pottstown, PA 19464 US"
13903669,Tech Dispatch Request - Ticket 1376400,POTS,Cloud5 Communications,"1001 14th Street NW,Washington, DC, 20005",$360,08-28-2023 09:00 EDT,Paid,6,2,Hamilton Hotel Washington DC,"1001 14th Street NW
Washington, DC 20005 US"
13838253,Aptos POS & Network Upgrade Project - 2 Techs Needed,Low Voltage Runs,TDX Tech LLC,"215 red Apple Court,Central Valley, NY, 10917",$1500,08-27-2023 20:30 EDT,Paid,6,,N/A,"215 red Apple Court
Central Valley, NY 10917 US"
13900875,Hotel/Phone/PBX Issue - Ticket 1369371,POTS,Cloud5 Communications,PENNY - Pendry Hotel New York City,$570,08-25-2023 13:00 EDT,Paid,0,,PENNY - Pendry Hotel New York City,"438 W 33rd St
New York, NY 10001 US"
13875493,Troubleshoot Demarc extension,Low Voltage Runs,Coast to Coast Network Solutions,"3819 Prologis Parkway,Nazareth, PA, 18064",$280.1,08-24-2023 10:00 EDT,Paid,5,,N/A,"3819 Prologis Parkway
Nazareth, PA 18064 US"
13840548,Hotel/Phone/PBX Issue- Ticket 1375340,POTS,Cloud5 Communications,Philadelphia Marriott Old City,$238,08-23-2023 12:00 EDT,Paid,1,,Philadelphia Marriott Old City,"One Dock Street, (2nd and Walnut Streets)
Philadelphia, PA 19106 US"
13878580,133742- Multiple Extensions NDT. Suspected cabling issue. Troubleshooting needed. (Drug and Background Badges Required),VoIP-SIP,Fourteen IP Inc,"600 West Swedesford Road,Berwyn, PA, 19312",$499.95,08-23-2023 09:30 EDT,Paid,1,10,PHLBW - Residence Inn By Marriott Philadelphia Valley Forge,"600 West Swedesford Road
Berwyn, PA 19312 US"
13876766,Hotel/Phone/PBX Issue Ticket 1369371,POTS,Cloud5 Communications,PENNY - Pendry Hotel New York City,$625.42,08-23-2023 09:00 EDT,Paid,7,,PENNY - Pendry Hotel New York City,"438 W 33rd St
New York, NY 10001 US"
13808954,Aptos POS Upgrade Project (Network Only),Low Voltage Runs,TDX Tech LLC,"125 Westchester Ave Suite 2270,White Plains, NY, 10601",$315,08-15-2023 19:30 EDT,Paid,0,,,"125 Westchester Ave Suite 2270 White Plains, NY 10601 US"
13818065,Low Voltage Cabling Of Preterminated Cat6A Cable for Circuit Extension Between Floors at Hospital,Low Voltage Certification,Trifecta Networks LLC,"3 Century Drive #200,Parsippany, NJ, 07054",$1081.64,08-14-2023 08:00 EDT,Paid,3,1,"Alpha Physician Resources, LLC","White Plains, NY 10601 US"
13808444,Darden Service - POS 6 is offline. Replace the entire run from the terminal to the switch.,Low Voltage Runs,LMI Systems,"202 Laurel Oak Rd,Voorhees, NJ, 08043",$308,08-10-2023 11:30 EDT,Paid,1,298,Olive Garden U.S.A.,"202 Laurel Oak Rd
Voorhees, NJ 08043 US"
13797191,Tech Dispatch Request - Ticket 1374104,POTS,Cloud5 Communications,"437 Irwins Lane,Plymouth Meeting, PA, 19462",$345,08-09-2023 11:00 EDT,Paid,1,1,Philadelphia - Plymouth Meeting,"437 Irwins Lane
Plymouth Meeting, PA 19462 US"
13606224,Aptos POS Upgrade Project,Low Voltage Runs,TDX Tech LLC,"131 Riverside Square Mall,Hackensack, NJ, 07601",$450,08-08-2023 18:30 EDT,Paid,20,,N/A,"131 Riverside Square Mall
Hackensack, NJ 07601 US"
13606106,Aptos POS Upgrade Project,Low Voltage Runs,TDX Tech LLC,"125 Westchester Ave Suite 2270 ,White Plains, NY, 10601",$450,08-07-2023 19:30 EDT,Paid,19,,N/A,"125 Westchester Ave Suite 2270
White Plains, NY 10601 US"
13784580,Tech Dispatch Request - Ticket 1372552,General Tasks,Cloud5 Communications,"1000 Charles Ewing Blvd,Ewing, NJ, 08628",$360,08-07-2023 09:00 EDT,Paid,7,,"TTNSH - Springhill Suites - Ewing, NJ","1000 Charles Ewing Blvd
Ewing, NJ 08628 US"
13784542,Tech Dispatch Request - Ticket 1373560,General Tasks,Cloud5 Communications,"200 Atrium Dr, Somerset,Somerset, NJ, 08873",$400,08-06-2023 10:00 EDT,Paid,3,2,DoubleTree by Hilton Somerset,"200 Atrium Dr, Somerset
Somerset, NJ 08873 US"
13747148,Service Call: Phones and ATM machine,General Tasks,Triple Play I.T.,"1219 Pacific Ave,Atlantic City, NJ, 08401",$307.5,07-31-2023 11:00 EDT,Paid,3,,Atlantic City Bar and Grill,"1219 Pacific Ave
Atlantic City, NJ 08401 US"
13735342,Service Call: Troubleshoot Switch & Connect backup modem,General Tasks,Triple Play I.T.,"1219 Pacific Ave,Atlantic City, NJ, 08401",$375,07-28-2023 09:00 EDT,Paid,0,,Atlantic City Bar and Grill,"1219 Pacific Ave
Atlantic City, NJ 08401 US"
13727124,Tech Dispatch Request - Ticket 1369371,POTS,Cloud5 Communications,"438 W 33rd St,New York, NY, 10001",$475,07-27-2023 12:00 EDT,Paid,1,1,Pendry Hotel New York City,"438 W 33rd St
New York, NY 10001 US"
13709802,Tech Dispatch Request - Ticket 1371729,POTS,Cloud5 Communications,"1 Hilton Court,Parsippany, NJ, 07054",$360,07-26-2023 09:00 EDT,Paid,4,,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
13542156,"Low Voltage Cabling:  13 cable runs for POS stations, Access Points & Kitchen Printers",Low Voltage Runs,Triple Play I.T.,"1219 Pacific Ave,Atlantic City, NJ, 08401",$3150,07-18-2023 07:00 EDT,Paid,5,,Atlantic City Bar and Grill,"1219 Pacific Ave
Atlantic City, NJ 08401 US"
13655550,Intermittent connection on the Wellness Fax line. Need to check connection,POTS,Inverse Technology Solutions,Morris Plains 63194,$315,07-17-2023 08:30 EDT,Paid,0,,Sunrise of Morris Plains,"209 Littelton Road
Morris Plains, NJ 07950 US"
13637466,127011- **OVERNIGHT WORK** Batteries and control needs to be replaced with the new ones. Full site downtime. Testing required upon replacing kit. (Drug and Background Badges Required),VoIP-SIP,Fourteen IP Inc,NYCSW - The Westin New York at Times Square,$396,07-16-2023 03:00 EDT,Paid,6,13,NYCSW - The Westin New York at Times Square,"270 West 43rd Street
New York, NY 10036 US"
13632072,Assist with Running Cables & Installing APs,Low Voltage Runs,SmartGrid Integrations Inc.,"805 North Black Horse Pike,Blackwood, NJ, 08012",$350,07-12-2023 10:00 EDT,Paid,0,,Tireco (Reliable Tire) - Blackwood,"805 North Black Horse Pike
Blackwood, NJ 08012 US"
13608341,T02 cable run,Networking,Comm-Works,"1671 Route 9,Wappingers Falls, NY, 12590",$306,07-06-2023 09:00 EDT,Paid,0,16,Dollar General Corporation,"1671 Route 9
Wappingers Falls, NY 12590 US"
13517718,Tech Dispatch Request - Ticket 1365350,General Tasks,Cloud5 Communications,"1500 Sam Houston Parkway East,Houston, TX, 77032",$380,06-18-2023 13:00 CDT,Paid,4,,Houston IAH Airport - Extended Stay America,"1500 Sam Houston Parkway East
Houston, TX 77032 US"
13473643,Order WS0608230404 - Service Call,IP Camera,"EarthCam, INC","635 S Clinton Ave,Trenton, NJ, 08611",$150,06-16-2023 09:00 EDT,Paid,0,,N/A,"635 S Clinton Ave
Trenton, NJ 08611 US"
13463727,Hotel/Phone/PBX Issue Ticket 1361032,POTS,Cloud5 Communications,HOUMHDT - DoubleTree by Hilton Houston Medical Center Hotel & Suites [FRAN],$472.5,06-08-2023 09:00 CDT,Paid,3,,HOUMHDT - DoubleTree by Hilton Houston Medical Center Hotel & Suites [FRAN],"6800 Main St
Houston, TX 77030 US"
13462844,"Tech required to reset router for the network connections /work on the PBX-PMS interface connections, and verify that these are working properly.",Wireless Networking,Guest-Tek,Hilton Garden Inn Houston/The Woodlands,$316,06-07-2023 11:00 CDT,Paid,1,1,Hilton Garden Inn Houston/The Woodlands,"9301 Six Pines Dr
The Woodland, TX 77380 US"
13445310,Tech Dispatch Request - Ticket 1361032,POTS,Cloud5 Communications,"6800 Main St,Houston, TX, 77030",$855,06-05-2023 09:00 CDT,Paid,7,,DoubleTree by Hilton Houston Medical Center Hotel & Suites,"6800 Main St
Houston, TX 77030 US"
13377812,Tech Dispatch Request - Ticket 1361005,POTS,Cloud5 Communications,"1 Hilton Court,Parsippany, NJ, 07054",$370,05-22-2023 09:00 EDT,Paid,5,,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
13373765,Tech Dispatch Request - Ticket 1360780,General Tasks,Cloud5 Communications,"1 Hilton Court,Parsippany, NJ, 07054",$170,05-21-2023 09:00 EDT,Paid,0,,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
13266205,Hotel/Phone/PBX Issue - Ticket 1337240,POTS,Cloud5 Communications,Hilton Hotel - Parsippany,$1950,05-02-2023 09:00 EDT,Paid,0,,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
13223756,"Firewall Installation // Forks Township, PA // FE Reqeust",Networking,BT Americas,"197 Padula Road Todd Wismer,Forks Township, PA, 18040",$560,05-01-2023 08:00 EDT,Paid,11,,Pepsi Co / Frito Lay,"197 Padula Road Todd Wismer
Forks Township, PA 18040 US"
13246450,BASF // Princeton NJ //  Networking Smart Hands *TOMORROW 4/28 @ 10AM *,Networking,BT Americas,"700 Alexander Drive,Princeton, NJ, 08540",$310,04-28-2023 10:00 EDT,Paid,0,,BASF,"700 Alexander Drive
Princeton, NJ 08540 US"
13248818,Hotel/Phone/PBX Issue - Ticket 1337240,POTS,Cloud5 Communications,Hilton Hotel - Parsippany,$370,04-27-2023 15:00 EDT,Paid,0,1,Hilton Hotel - Parsippany,"1 Hilton Court
Parsippany, NJ 07054 US"
13243933,Technician Needed - Cable Run for a phone,POTS,Broadband Hospitality,"227 Main Street,Huntington, NY, 11743",$300,04-27-2023 11:00 EDT,Paid,1,13,Hampton Inn & Suites Huntington N,"227 Main Street
Huntington, NY 11743 US"
12875579,Technician Needed - [Front desk and guest rooms phone line not working properly.,POTS,Broadband Hospitality,"4016 Christian Spring Rd,Bethlehem, PA, 18020",$348.5,02-08-2023 13:30 EST,Paid,1,51,WoodSpring Suites Bethlehem Allentown PA,"4016 Christian Spring Rd
Bethlehem, PA 18020 US"
12445179,149E - Port Corrections - TMO # INC72195255,Wireless Networking,ATSG,"901 Market Street STE C210,Philadelphia, PA, 19107",$310,11-08-2022 12:15 EST,Paid,1,135,T-Mobile - 149E -- FASHION DIST OF PHILADELPHIA,"901 Market Street STE C210
Philadelphia, PA 19107 US"
12348101,NEED TECH TODAY Cabling install for NSO CAT5E Cabling AND 66 block install,Low Voltage Runs,TRCA,KK 2631 Deptford Plaza Shopping Center,$450,10-20-2022 10:00 EDT,Paid,1,,General Nutrition Centers Inc. (GNC),"1450 Clements Bridge Road #14
Woodbury, NJ 08096 US"
12324446,Install cat6 cabling and 4 qty. IP cameras. Install wireless alarm system. Equipment is pre-configured.,IP Camera,Futuristech Communications,"JW - Princeton, NJ.",$1171.66,10-19-2022 10:00 EDT,Paid,5,,"JW - Princeton, NJ.","69 Palmer Square West
Princeton, NJ 08542 US"
12213042,Tech Dispatch Request - Ticket 1311395,VoIP-SIP,Cloud5 Communications,"15 Cabot Boulevard East,Langhorne, PA, 19047",$420,09-26-2022 09:00 EDT,Paid,1,,Residence Inn Langhorne,"15 Cabot Boulevard East
Langhorne, PA 19047 US"
11958282,Hotel/Phone/PBX Issue SIP cutover,POTS,Cloud5 Communications,TTNWI - Westin Princeton at Forrestal Village,$360,08-17-2022 13:00 EDT,Paid,0,,TTNWI - Westin Princeton at Forrestal Village,"201 Village Blvd
Princeton, NJ 08540 US"
11932100,Tech Dispatch Request - Ticket 1311003,POTS,Cloud5 Communications,"201 Village Blvd,Princeton, NJ, 08540",$270,08-09-2022 13:00 EDT,Paid,0,,Westin Princeton at Forrestal Village,"201 Village Blvd
Princeton, NJ 08540 US"
11913536,Tech Dispatch Request - Ticket 1310222,General Tasks,Cloud5 Communications,"400 Oxford Valley Road ,Langhorne, PA, 19047",$520,08-03-2022 09:00 EDT,Paid,0,,Sheraton Bucks County,"400 Oxford Valley Road
Langhorne, PA 19047 US"
11823104,Hotel/Phone/PBX Issue- Ticket 1302849,POTS,Cloud5 Communications,Sheraton Bucks County,$566.66,07-20-2022 09:00 EDT,Paid,0,,Sheraton Bucks County,"400 Oxford Valley Road
Langhorne, PA 19047 US"
11798763,Hotel/Phone/PBX Issue - 1302849,POTS,Cloud5 Communications,Sheraton Bucks County,$537.33,07-13-2022 08:00 EDT,Paid,2,,Sheraton Bucks County,"400 Oxford Valley Road
Langhorne, PA 19047 US"
11725977,"check, repair cabling for work stations",POTS,Granite Telecommunications,"50 East Wynnewood Road,Wynnewood, PA, 19096",$320,06-28-2022 10:00 EDT,Paid,0,,N/A,"50 East Wynnewood Road
Wynnewood, PA 19096 US"
11629199,YMCA of Ridgewood / Run a cable for the WAP,Networking,Milner,"327 Turkey Top Road,Port Murray, NJ, 07865",$329.6,06-24-2022 11:00 EDT,Paid,1,9,YMCA of Ridgewood,"327 Turkey Top Road
Port Murray, NJ 07865 US"
11626004,Line connection and Verify data connection,Low Voltage Runs,TDX Tech LLC,"100 Welsh Road,Horsham, PA, 19044",$320,06-07-2022 09:00 EDT,Paid,0,,N/A,"100 Welsh Road
Horsham, PA 19044 US"
11502438,Cash Wrap/Camera Relocation - 2 Techs Needed,Low Voltage Runs,TDX Tech LLC,"1500 Almonesson Road,Deptford, NJ, 08096",$3702.75,05-11-2022 12:00 EDT,Paid,1,,N/A,"1500 Almonesson Road
Deptford, NJ 08096 US"
11496880,Astound/RCN modem is properly configured and confirms connectivity,POTS,Granite Telecommunications,"4581 FALMER DR,Bethlehem, PA, 18020",$370,05-10-2022 10:00 EDT,Paid,2,23,Penske,"4581 FALMER DR
Bethlehem, PA 18020 US"
11436568,Install 3D Traffic Counter,Low Voltage Runs,Comm-Works,"225 Millcreek Mall,Erie, PA, 16565",$330,04-29-2022 11:00 EDT,Paid,0,23,The Finish Line,"225 Millcreek Mall
Erie, PA 16565 US"
11413001,Hotel/Phone/PBX Issue Ticket 1292800,POTS,Cloud5 Communications,LGAAP - Marriott LaGuardia Airport New York [FRAN],$665,04-22-2022 09:00 EDT,Paid,0,,LGAAP - Marriott LaGuardia Airport New York [FRAN],"102-05 Ditmars Blvd
Queens, NY 11369 US"
11378182,Tech Dispatch Request - Ticket 1291321,POTS,Cloud5 Communications,"14 B Royal Road,Flemington, NJ, 08822",$380,04-21-2022 11:00 EDT,Paid,1,,Hampton Inn Flemington,"14 B Royal Road
Flemington, NJ 08822 US"
11231027,"PERMIT REQUIRED SITE - SEVEN CABLE Pre-wire And Four CABLE Demarc Extension - CAT6 PLENUM DROPS IN A BUSINESS OFFICE (Remodel / NEW CONSTRUCTION) , NO TERMINATIONS Required",Low Voltage Runs,M-CO Data Services LLC,"190 Christopher Columbus Drive, Suite 4B,Jersey City , NJ, 07302",$750,03-18-2022 10:00 EDT,Paid,0,,Edward Jones,"190 Christopher Columbus Drive, Suite 4B
Jersey City, NJ 07302 US"
11232690,SpotOn - 25 Christopher Columbus - Network Install Site Review,Networking,Intelinet Systems,25 Christopher Columbus,$544,03-17-2022 10:00 EDT,Paid,0,36,25 Christopher Columbus,"25 Christopher Columbus
Jersey City, NJ 07302 US"
11011889,troubleshoot the media players/display located in the store drive-thru,Networking,ATSG,"56 Milton Avenue,Highland, NY, 12528",$440,01-26-2022 14:00 EST,Paid,0,86,Burger King 03551,"56 Milton Avenue
Highland, NY 12528 US"
10996367,Tech Dispatch Request - Ticket 1278545,POTS,Cloud5 Communications,"438 W 33rd St,New York, NY, 10001",$380,01-25-2022 09:00 EST,Paid,1,,Pendry Hotel New York City,"438 W 33rd St
New York, NY 10001 US"
10982332,T&M - tech to help pull cable and get permit closed out,Low Voltage Runs,New Ideas Co.,"Ollies Bargain Outlet #441 - Lawrencville, NJ",$1593.75,01-24-2022 08:00 EST,Paid,0,,"Ollies Bargain Outlet #441 - Lawrencville, NJ","2495 Brunswick Pike Unit 16
Lawrence Township, NJ 08648 US"
10928047,Hotel/Phone/PBX Issue fp lines,POTS,Cloud5 Communications,nyccpgv - Quin Central Park by Hilton Club,$712.5,01-11-2022 10:00 EST,Paid,0,,nyccpgv - Quin Central Park by Hilton Club,"101 W 57th St,
New York, NY 10019 US"
10865577,Tech 1 - Replace HDMI Cabling,Networking,ATSG,"594 Cross Keys Road,Sicklerville, NJ, 08081",$320,12-23-2021 10:45 EST,Paid,0,220,Burger King 11604,"594 Cross Keys Road
Sicklerville, NJ 08081 US"
10857874,Replace/install cables and hardware,Networking,ATSG,"20 Willowbrook Road,Staten Island, NY, 10302",$320,12-22-2021 07:45 EST,Paid,0,35,Burger King 00601,"20 Willowbrook Road
Staten Island, NY 10302 US"
10862780,"Cradlepoint troubleshooting | SAP: 203 | 1598 Westchester Avenue, Bronx NY, 10472 | TT# INC38158213",Wireless Networking,ATSG,"1598 Westchester Avenue,Bronx, NY, 10472",$320,12-21-2021 15:15 EST,Paid,0,243,Westchester Ave & Stratford Ave (T-Mobile 0203),"1598 Westchester Avenue
Bronx, NY 10472 US"
10847684,Tech Dispatch Request - Ticket 1273449,POTS,Cloud5 Communications,"101 W 57th St,New York, NY, 10019",$380,12-20-2021 09:00 EST,Paid,0,,Quin Central Park by Hilton Club,"101 W 57th St
New York, NY 10019 US"
10833664,Stockroom Phone Issue,Low Voltage Runs,Comm-Works,"125 Radio Way,Stroudsburg, PA, 18360",$250,12-14-2021 08:00 EST,Paid,0,33,Michaels Service T&M,"125 Radio Way
Stroudsburg, PA 18360 US"
10811390,Bid for pulling a low voltage permit and installing cable - Multiple day job assisting our lead tech,Low Voltage Runs,New Ideas Co.,"Ollies Bargain Outlet #441 - Lawrencville, NJ",$875,12-10-2021 08:00 EST,Paid,0,,"Ollies Bargain Outlet #441 - Lawrencville, NJ","2495 Brunswick Pike Unit 16
Lawrence Township, NJ 08648 US"
10808656,Millers Ale House - Camera Install,Digital Signage,NewBold Technologies,"1323 Churchmans Road,Neward, DE, 19713",$550,12-10-2021 07:00 EST,Paid,0,,Millers Ale House,"1323 Churchmans Road
Neward, DE 19713 US"
10808608,Network Troubleshooting - Site Down,POTS,Nerds In The City,"TOMS RIVER, NJ",$300,12-09-2021 12:30 EST,Paid,0,,"TOMS RIVER, NJ","9 Grand Avenue Building 2 - Suite 2A
Toms River, NJ 08753 US"
10792615,Tech Dispatch Request - Ticket 1271313,General Tasks,Cloud5 Communications,"102 W 57th St,New York, NY, 10019",$380,12-08-2021 09:00 EST,Paid,0,,Hilton Grand Vacations West 57th Street by Hilton Club,"102 W 57th St
New York, NY 10019 US"
10747775,Tech 1 - Troubleshoot power and network connection on MP 4,Networking,ATSG,"594 Cross Keys Road,Sicklerville, NJ, 08081",$320,11-29-2021 08:45 EST,Paid,0,365,Burger King 11604,"594 Cross Keys Road
Sicklerville, NJ 08081 US"
10743216,****Elevator 1 phone not working Vendor Meet Ticket 1261163,POTS,Cloud5 Communications,"Extended Stay Hotels,2509",$370,11-24-2021 09:00 EST,Paid,0,,Extended Stay Hotels: 2509,"750 Edwin L. Ward Hwy
Rutherford, NJ 07070 US"
10739686,Troubleshoot the network cable connections,Networking,ATSG,"5200 Woodland Avenue,Philadelphia, PA, 19143",$320,11-23-2021 15:30 EST,Paid,0,,Popeyes 10983,"5200 Woodland Avenue
Philadelphia, PA 19143 US"
10728582,Floor 6 offline,General Tasks,"Innflux, LLC",EWREW - Element New York/Wood Ridge,$230.85,11-19-2021 15:00 EST,Paid,0,,EWREW - Element New York/Wood Ridge,"379 Route 17
Wood Ridge,, NJ 07075 US"
10719351,Williams Sonoma - 1pm,POTS,Granite Telecommunications,"1200 Morris Turnpike,Short Hills, NJ, 07078",$328,11-19-2021 13:00 EST,Paid,1,,N/A,"1200 Morris Turnpike
Short Hills, NJ 07078 US"
10697857,Bed Bath and Beyond - CloudGenix Rollout,Wireless Networking,Granite Telecommunications,"245 Atlantic Ave,Brooklyn, NY, 11201",$583.4,11-18-2021 06:30 EST,Paid,1,1,Harmon,"245 Atlantic Ave
Brooklyn, NY 11201 US"
